ex19,1.2222e-08,0.16115,4923264
graham1,2.7075e-11,0.20772,75635184
kim2,5.7709e-16,18.9837,275599456
PR02R,4.7549e-09,32.8484,134862176
raefsky3,2.063e-14,0.45617,95188896
water_tank,2.0226e-12,49.094,97248384
apache2,4.3712e-11,5.8791,103372592
cfd1,1.2477e-13,1.1118,95532304
cfd2,3.9267e-13,2.5416,97224544
ex15,6.6503e-07,0.081053,64447408
G3_circuit,3.5206e-12,8.7422,135283008
parabolic_fem,1.0919e-12,1.6011,96345472
shallow_water1,2.3769e-16,0.22059,81141024
